,,left_side,right_side,similarity
160,802,"First Hill Apartments 400 10th Ave, Seattle, WA 98122_0","Silver Cloud Hotel - Seattle Broadway 1100 Broadway, Seattle, WA 98122_0",0.089575132
160,803,"First Hill Apartments 400 10th Ave, Seattle, WA 98122_0","Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0",0.087055261
160,804,"First Hill Apartments 400 10th Ave, Seattle, WA 98122_0","Executive Hotel Pacific 400 Spring St, Seattle, WA 98104_0",0.04509327
161,805,"Hampton Inn Seattle/Southcenter 7200 S 156th St, Tukwila, WA 98188_0","Hampton Inn Seattle/Southcenter 7200 S 156th St, Tukwila, WA 98188_0",1
161,806,"Hampton Inn Seattle/Southcenter 7200 S 156th St, Tukwila, WA 98188_0","Hampton Inn Seattle-Airport 19445 International Blvd, Seattle, WA 98188_0",0.168640725
161,807,"Hampton Inn Seattle/Southcenter 7200 S 156th St, Tukwila, WA 98188_0","Home2 Suites by Hilton Seattle Airport 380 Upland Dr, Tukwila, WA 98188_0",0.096830456
161,808,"Hampton Inn Seattle/Southcenter 7200 S 156th St, Tukwila, WA 98188_0","Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0",0.092498257
161,809,"Hampton Inn Seattle/Southcenter 7200 S 156th St, Tukwila, WA 98188_0","Knights Inn Tukwila 14110 Tukwila International Blvd, Tukwila, WA 98168_0",0.074149584
162,810,"The Halcyon Suite Du Jour 1125 9th Ave W, Seattle, WA 98119_0","The Halcyon Suite Du Jour 1125 9th Ave W, Seattle, WA 98119_0",1
162,811,"The Halcyon Suite Du Jour 1125 9th Ave W, Seattle, WA 98119_0","WorldMark Seattle - The Camlin 1619 9th Ave, Seattle, WA 98101_0",0.155829457
162,812,"The Halcyon Suite Du Jour 1125 9th Ave W, Seattle, WA 98119_0","Homewood Suites by Hilton Seattle Downtown 206 Western Ave W, Seattle, WA 98119_0",0.135294374
162,813,"The Halcyon Suite Du Jour 1125 9th Ave W, Seattle, WA 98119_0","The State Hotel 1501 2nd Ave, Seattle, WA 98101_0",0.030047611
162,814,"The Halcyon Suite Du Jour 1125 9th Ave W, Seattle, WA 98119_0","The Loyal Inn 2301 8th Ave, Seattle, WA 98121_0",0.029458722
163,815,"Vermont Inn 2721 4th Ave, Seattle, WA 98121_0","Vermont Inn 2721 4th Ave, Seattle, WA 98121_0",1
163,816,"Vermont Inn 2721 4th Ave, Seattle, WA 98121_0","Hotel Andra 2000 4th Ave, Seattle, WA 98121_0",0.267788729
163,817,"Vermont Inn 2721 4th Ave, Seattle, WA 98121_0","Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0",0.225089581
163,818,"Vermont Inn 2721 4th Ave, Seattle, WA 98121_0","W Seattle 1112 4th Ave, Seattle, WA 98101_0",0.209640844
163,819,"Vermont Inn 2721 4th Ave, Seattle, WA 98121_0","Stay Alfred on Wall Street 2515 4th Ave, Seattle, WA 98121_0",0.205449258
164,820,"Stay Alfred on Wall Street 2515 4th Ave, Seattle, WA 98121_0","Stay Alfred on Wall Street 2515 4th Ave, Seattle, WA 98121_0",1
164,821,"Stay Alfred on Wall Street 2515 4th Ave, Seattle, WA 98121_0","Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0",0.333448599
164,822,"Stay Alfred on Wall Street 2515 4th Ave, Seattle, WA 98121_0","Stay Alfred on Elliott Avenue 2334 Elliott Ave, Seattle, WA 98121_0",0.219487892
164,823,"Stay Alfred on Wall Street 2515 4th Ave, Seattle, WA 98121_0","Hotel Andra 2000 4th Ave, Seattle, WA 98121_0",0.206511331
164,824,"Stay Alfred on Wall Street 2515 4th Ave, Seattle, WA 98121_0","Vermont Inn 2721 4th Ave, Seattle, WA 98121_0",0.205449258
165,825,"Pike's Place Lux Suites by Barsala 2nd Ave and Stewart St, Seattle, WA 98101_A","Pike's Place Lux Suites by Barsala 2nd Ave and Stewart St, Seattle, WA 98101_A",1
165,826,"Pike's Place Lux Suites by Barsala 2nd Ave and Stewart St, Seattle, WA 98101_A","Pike's Place Lux Suites by Barsala 2rd Ave and Stewart St, Seattle, WA 98101_a",0.73401622
165,827,"Pike's Place Lux Suites by Barsala 2nd Ave and Stewart St, Seattle, WA 98101_A","Thompson Seattle 110 Stewart St, Seattle, WA 98101_0",0.153730361
165,828,"Pike's Place Lux Suites by Barsala 2nd Ave and Stewart St, Seattle, WA 98101_A","Hotel Max 620 Stewart St, Seattle, WA 98101_0",0.150801712
165,829,"Pike's Place Lux Suites by Barsala 2nd Ave and Stewart St, Seattle, WA 98101_A","Homewood Suites by Hilton Seattle Convention Center Pike Street 1011 Pike St, Seattle, WA 98101_0",0.083935514
166,830,"Pike's Place Lux Suites by Barsala 2rd Ave and Stewart St, Seattle, WA 98101_a","Pike's Place Lux Suites by Barsala 2rd Ave and Stewart St, Seattle, WA 98101_a",1
166,831,"Pike's Place Lux Suites by Barsala 2rd Ave and Stewart St, Seattle, WA 98101_a","Pike's Place Lux Suites by Barsala 2nd Ave and Stewart St, Seattle, WA 98101_A",0.73401622
166,832,"Pike's Place Lux Suites by Barsala 2rd Ave and Stewart St, Seattle, WA 98101_a","Thompson Seattle 110 Stewart St, Seattle, WA 98101_0",0.151837479
166,833,"Pike's Place Lux Suites by Barsala 2rd Ave and Stewart St, Seattle, WA 98101_a","Hotel Max 620 Stewart St, Seattle, WA 98101_0",0.14894489
166,834,"Pike's Place Lux Suites by Barsala 2rd Ave and Stewart St, Seattle, WA 98101_a","Homewood Suites by Hilton Seattle Convention Center Pike Street 1011 Pike St, Seattle, WA 98101_0",0.082902015
167,835,"citizenM Seattle South Lake Union hotel 201 Westlake Ave N, Seattle, WA 98109_0","citizenM Seattle South Lake Union hotel 201 Westlake Ave N, Seattle, WA 98109_0",1
167,836,"citizenM Seattle South Lake Union hotel 201 Westlake Ave N, Seattle, WA 98109_0","citizenM Seattle South Lake Union hotel 201 Westlake Avenue North, Seattle, Washington 98109_0",0.65196142
167,837,"citizenM Seattle South Lake Union hotel 201 Westlake Ave N, Seattle, WA 98109_0","Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0",0.286783921
167,838,"citizenM Seattle South Lake Union hotel 201 Westlake Ave N, Seattle, WA 98109_0","EVEN Hotel Seattle - South Lake Union 527 Fairview Ave N, Seattle, WA 98109_0",0.281324969
167,839,"citizenM Seattle South Lake Union hotel 201 Westlake Ave N, Seattle, WA 98109_0","Silver Cloud Inn - Seattle Lake Union 1150 Fairview Ave N, Seattle, WA 98109_0",0.122702122
